w0,w1,w2,w3,a0,a1,a2,a3,direction
310.0,280.0,90.0,120.0,260.0,19.0,0,0,3
310.0,290.0,90.0,110.0,260.0,9.0,0,0,3
310.0,300.0,90.0,100.0,260.0,0,0,1.0,3
300.0,300.0,100.0,100.0,250.0,0,0,1.0,0
290.0,300.0,110.0,100.0,240.0,0,0,1.0,0
280.0,300.0,120.0,100.0,230.0,0,0,1.0,0
270.0,300.0,130.0,100.0,220.0,0,0,1.0,0
260.0,300.0,140.0,100.0,210.0,0,0,1.0,0
250.0,300.0,150.0,100.0,200.0,0,0,1.0,0
240.0,300.0,160.0,100.0,190.0,0,0,1.0,0
230.0,300.0,170.0,100.0,180.0,0,0,1.0,0
220.0,300.0,180.0,100.0,170.0,0,0,1.0,0
210.0,300.0,190.0,100.0,160.0,0,0,1.0,0
200.0,300.0,200.0,100.0,150.0,0,0,1.0,0
190.0,300.0,210.0,100.0,140.0,0,0,1.0,0
180.0,300.0,220.0,100.0,130.0,0,0,1.0,0
170.0,300.0,230.0,100.0,120.0,0,0,1.0,0
160.0,300.0,240.0,100.0,110.0,0,0,1.0,0
150.0,300.0,250.0,100.0,100.0,0,0,1.0,0
140.0,300.0,260.0,100.0,90.0,0,0,1.0,0
130.0,300.0,270.0,100.0,80.0,0,0,1.0,0
120.0,300.0,280.0,100.0,70.0,0,0,1.0,0
110.0,300.0,290.0,100.0,60.0,0,0,1.0,0
100.0,300.0,300.0,100.0,50.0,0,0,1.0,0
90.0,300.0,310.0,100.0,40.0,0,0,1.0,0
80.0,300.0,320.0,100.0,30.0,0,0,1.0,0
70.0,300.0,330.0,100.0,20.0,0,0,1.0,0
60.0,300.0,340.0,100.0,10.0,0,0,1.0,0
50.0,300.0,350.0,100.0,0,0,163.0,253.0,0
50.0,290.0,350.0,110.0,0,0,163.0,243.0,1
50.0,280.0,350.0,120.0,0,0,163.0,233.0,1
50.0,270.0,350.0,130.0,0,0,163.0,223.0,1
50.0,260.0,350.0,140.0,0,0,163.0,213.0,1
50.0,250.0,350.0,150.0,0,0,163.0,203.0,1
50.0,240.0,350.0,160.0,0,0,163.0,193.0,1
50.0,230.0,350.0,170.0,0,0,163.0,183.0,1
50.0,220.0,350.0,180.0,0,0,163.0,173.0,1
50.0,210.0,350.0,190.0,0,0,163.0,163.0,1
50.0,200.0,350.0,200.0,0,0,163.0,153.0,1
50.0,190.0,350.0,210.0,0,0,163.0,143.0,1
50.0,180.0,350.0,220.0,0,0,163.0,133.0,1
50.0,170.0,350.0,230.0,0,0,163.0,123.0,1
50.0,160.0,350.0,240.0,0,0,163.0,113.0,1
50.0,150.0,350.0,250.0,0,0,163.0,103.0,1
50.0,140.0,350.0,260.0,0,0,163.0,93.0,1
50.0,130.0,350.0,270.0,0,0,163.0,83.0,1
50.0,120.0,350.0,280.0,0,0,163.0,73.0,1
50.0,110.0,350.0,290.0,0,0,163.0,63.0,1
50.0,100.0,350.0,300.0,0,0,163.0,53.0,1
50.0,90.0,350.0,310.0,0,0,163.0,43.0,1
50.0,80.0,350.0,320.0,0,0,163.0,33.0,1
50.0,70.0,350.0,330.0,0,0,163.0,23.0,1
50.0,60.0,350.0,340.0,0,0,163.0,13.0,1
50.0,50.0,350.0,350.0,0,0,163.0,3.0,1
60.0,50.0,340.0,350.0,0,0,153.0,3.0,2
70.0,50.0,330.0,350.0,0,0,143.0,3.0,2
80.0,50.0,320.0,350.0,0,0,133.0,3.0,2
90.0,50.0,310.0,350.0,0,0,123.0,3.0,2
100.0,50.0,300.0,350.0,0,0,113.0,3.0,2
110.0,50.0,290.0,350.0,0,0,103.0,3.0,2
120.0,50.0,280.0,350.0,0,0,93.0,3.0,2
130.0,50.0,270.0,350.0,0,0,83.0,3.0,2
140.0,50.0,260.0,350.0,0,0,73.0,3.0,2
150.0,50.0,250.0,350.0,0,0,63.0,3.0,2
160.0,50.0,240.0,350.0,0,0,53.0,3.0,2
170.0,50.0,230.0,350.0,0,0,43.0,3.0,2
180.0,50.0,220.0,350.0,0,0,33.0,3.0,2
190.0,50.0,210.0,350.0,0,0,23.0,3.0,2
200.0,50.0,200.0,350.0,0,0,13.0,3.0,2
210.0,50.0,190.0,350.0,0,98.0,145.0,0,2
210.0,60.0,190.0,340.0,0,88.0,145.0,0,3
210.0,70.0,190.0,330.0,0,78.0,145.0,0,3
210.0,80.0,190.0,320.0,0,68.0,145.0,0,3
210.0,90.0,190.0,310.0,0,58.0,145.0,0,3
210.0,100.0,190.0,300.0,0,48.0,145.0,0,3
210.0,110.0,190.0,290.0,0,38.0,145.0,0,3
210.0,120.0,190.0,280.0,0,28.0,145.0,0,3
210.0,130.0,190.0,270.0,0,18.0,145.0,0,3
210.0,140.0,190.0,260.0,0,8.0,145.0,0,3
210.0,150.0,190.0,250.0,0,0,145.0,2.0,3
220.0,150.0,180.0,250.0,0,0,135.0,2.0,2
230.0,150.0,170.0,250.0,0,0,125.0,2.0,2
240.0,150.0,160.0,250.0,0,0,115.0,2.0,2
250.0,150.0,150.0,250.0,0,0,105.0,2.0,2
260.0,150.0,140.0,250.0,0,0,95.0,2.0,2
270.0,150.0,130.0,250.0,0,0,85.0,2.0,2
280.0,150.0,120.0,250.0,0,0,75.0,2.0,2
290.0,150.0,110.0,250.0,0,0,65.0,2.0,2
300.0,150.0,100.0,250.0,0,0,55.0,2.0,2
310.0,150.0,90.0,250.0,0,0,45.0,2.0,2
320.0,150.0,80.0,250.0,0,0,35.0,2.0,2
330.0,150.0,70.0,250.0,0,0,25.0,2.0,2
340.0,150.0,60.0,250.0,0,0,15.0,2.0,2
350.0,150.0,50.0,250.0,136.0,0,0,91.0,2
350.0,140.0,50.0,260.0,136.0,0,0,81.0,1
350.0,130.0,50.0,270.0,136.0,0,0,71.0,1
350.0,120.0,50.0,280.0,136.0,0,0,61.0,1
350.0,110.0,50.0,290.0,136.0,0,0,51.0,1
350.0,100.0,50.0,300.0,136.0,0,0,41.0,1
350.0,90.0,50.0,310.0,136.0,0,0,31.0,1
350.0,80.0,50.0,320.0,136.0,0,0,21.0,1
350.0,70.0,50.0,330.0,136.0,0,0,11.0,1
350.0,60.0,50.0,340.0,136.0,0,0,1.0,1
340.0,60.0,60.0,340.0,126.0,0,0,1.0,0
330.0,60.0,70.0,340.0,116.0,0,0,1.0,0
320.0,60.0,80.0,340.0,106.0,0,0,1.0,0
310.0,60.0,90.0,340.0,96.0,0,0,1.0,0
300.0,60.0,100.0,340.0,86.0,0,0,1.0,0
290.0,60.0,110.0,340.0,76.0,0,0,1.0,0
280.0,60.0,120.0,340.0,66.0,0,0,1.0,0
270.0,60.0,130.0,340.0,56.0,0,0,1.0,0
260.0,60.0,140.0,340.0,46.0,0,0,1.0,0
250.0,60.0,150.0,340.0,36.0,0,0,1.0,0
240.0,60.0,160.0,340.0,26.0,0,0,1.0,0
230.0,60.0,170.0,340.0,16.0,0,0,1.0,0
220.0,60.0,180.0,340.0,0,241.0,47.0,0,0
220.0,70.0,180.0,330.0,0,231.0,47.0,0,3
220.0,80.0,180.0,320.0,0,221.0,47.0,0,3
220.0,90.0,180.0,310.0,0,211.0,47.0,0,3
220.0,100.0,180.0,300.0,0,201.0,47.0,0,3
220.0,110.0,180.0,290.0,0,191.0,47.0,0,3
220.0,120.0,180.0,280.0,0,181.0,47.0,0,3
220.0,130.0,180.0,270.0,0,171.0,47.0,0,3
220.0,140.0,180.0,260.0,0,161.0,47.0,0,3
220.0,150.0,180.0,250.0,0,151.0,47.0,0,3
220.0,160.0,180.0,240.0,0,141.0,47.0,0,3
220.0,170.0,180.0,230.0,0,131.0,47.0,0,3
220.0,180.0,180.0,220.0,0,121.0,47.0,0,3
220.0,190.0,180.0,210.0,0,111.0,47.0,0,3
220.0,200.0,180.0,200.0,0,101.0,47.0,0,3
220.0,210.0,180.0,190.0,0,91.0,47.0,0,3
220.0,220.0,180.0,180.0,0,81.0,47.0,0,3
220.0,230.0,180.0,170.0,0,71.0,47.0,0,3
220.0,240.0,180.0,160.0,0,61.0,47.0,0,3
220.0,250.0,180.0,150.0,0,51.0,47.0,0,3
220.0,260.0,180.0,140.0,0,41.0,47.0,0,3
220.0,270.0,180.0,130.0,0,31.0,47.0,0,3
220.0,280.0,180.0,120.0,0,21.0,47.0,0,3
220.0,290.0,180.0,110.0,0,11.0,47.0,0,3
220.0,300.0,180.0,100.0,0,1.0,47.0,0,3
230.0,300.0,170.0,100.0,0,1.0,37.0,0,2
240.0,300.0,160.0,100.0,0,1.0,27.0,0,2
250.0,300.0,150.0,100.0,0,1.0,17.0,0,2
260.0,300.0,140.0,100.0,39.0,0,0,66.0,2
260.0,290.0,140.0,110.0,39.0,0,0,56.0,1
260.0,280.0,140.0,120.0,39.0,0,0,46.0,1
260.0,270.0,140.0,130.0,39.0,0,0,36.0,1
260.0,260.0,140.0,140.0,39.0,0,0,26.0,1
260.0,250.0,140.0,150.0,39.0,0,0,16.0,1
260.0,240.0,140.0,160.0,39.0,0,0,6.0,1
260.0,230.0,140.0,170.0,39.0,4.0,0,0,1
250.0,230.0,150.0,170.0,29.0,4.0,0,0,0
240.0,230.0,160.0,170.0,19.0,4.0,0,0,0
230.0,230.0,170.0,170.0,9.0,4.0,0,0,0
220.0,230.0,180.0,170.0,119.0,47.0,0,0,0
220.0,240.0,180.0,160.0,119.0,37.0,0,0,3
220.0,250.0,180.0,150.0,119.0,27.0,0,0,3
220.0,260.0,180.0,140.0,119.0,17.0,0,0,3
220.0,270.0,180.0,130.0,119.0,7.0,0,0,3
220.0,280.0,180.0,120.0,119.0,0,0,3.0,3
210.0,280.0,190.0,120.0,109.0,0,0,3.0,0
200.0,280.0,200.0,120.0,99.0,0,0,3.0,0
190.0,280.0,210.0,120.0,89.0,0,0,3.0,0
180.0,280.0,220.0,120.0,79.0,0,0,3.0,0
170.0,280.0,230.0,120.0,69.0,0,0,3.0,0
160.0,280.0,240.0,120.0,59.0,0,0,3.0,0
150.0,280.0,250.0,120.0,49.0,0,0,3.0,0
140.0,280.0,260.0,120.0,39.0,0,0,3.0,0
130.0,280.0,270.0,120.0,29.0,0,0,3.0,0
120.0,280.0,280.0,120.0,19.0,0,0,3.0,0
110.0,280.0,290.0,120.0,9.0,0,0,3.0,0
100.0,280.0,300.0,120.0,0,0,207.0,157.0,0
100.0,270.0,300.0,130.0,0,0,207.0,147.0,1
100.0,260.0,300.0,140.0,0,0,207.0,137.0,1
100.0,250.0,300.0,150.0,0,0,207.0,127.0,1
100.0,240.0,300.0,160.0,0,0,207.0,117.0,1
100.0,230.0,300.0,170.0,0,0,207.0,107.0,1
100.0,220.0,300.0,180.0,0,0,207.0,97.0,1
100.0,210.0,300.0,190.0,0,0,207.0,87.0,1
100.0,200.0,300.0,200.0,0,0,207.0,77.0,1
100.0,190.0,300.0,210.0,0,0,207.0,67.0,1
100.0,180.0,300.0,220.0,0,0,207.0,57.0,1
100.0,170.0,300.0,230.0,0,0,207.0,47.0,1
100.0,160.0,300.0,240.0,0,0,207.0,37.0,1
100.0,150.0,300.0,250.0,0,0,207.0,27.0,1
100.0,140.0,300.0,260.0,0,0,207.0,17.0,1
100.0,130.0,300.0,270.0,0,0,207.0,7.0,1
100.0,120.0,300.0,280.0,0,3.0,207.0,0,1
110.0,120.0,290.0,280.0,0,3.0,197.0,0,2
120.0,120.0,280.0,280.0,0,3.0,187.0,0,2
130.0,120.0,270.0,280.0,0,3.0,177.0,0,2
140.0,120.0,260.0,280.0,0,3.0,167.0,0,2
150.0,120.0,250.0,280.0,0,3.0,157.0,0,2
160.0,120.0,240.0,280.0,0,3.0,147.0,0,2
170.0,120.0,230.0,280.0,0,3.0,137.0,0,2
180.0,120.0,220.0,280.0,0,3.0,127.0,0,2
190.0,120.0,210.0,280.0,0,3.0,117.0,0,2
200.0,120.0,200.0,280.0,0,3.0,107.0,0,2
210.0,120.0,190.0,280.0,0,3.0,97.0,0,2
220.0,120.0,180.0,280.0,0,3.0,87.0,0,2
230.0,120.0,170.0,280.0,0,3.0,77.0,0,2
240.0,120.0,160.0,280.0,0,3.0,67.0,0,2
250.0,120.0,150.0,280.0,0,3.0,57.0,0,2
260.0,120.0,140.0,280.0,0,3.0,47.0,0,2
270.0,120.0,130.0,280.0,0,3.0,37.0,0,2
280.0,120.0,120.0,280.0,0,3.0,27.0,0,2
290.0,120.0,110.0,280.0,0,3.0,17.0,0,2
300.0,120.0,100.0,280.0,175.0,71.0,0,0,2
300.0,130.0,100.0,270.0,175.0,61.0,0,0,3
300.0,140.0,100.0,260.0,175.0,51.0,0,0,3
300.0,150.0,100.0,250.0,175.0,41.0,0,0,3
300.0,160.0,100.0,240.0,175.0,31.0,0,0,3
300.0,170.0,100.0,230.0,175.0,21.0,0,0,3
300.0,180.0,100.0,220.0,175.0,11.0,0,0,3
300.0,190.0,100.0,210.0,175.0,1.0,0,0,3
290.0,190.0,110.0,210.0,165.0,1.0,0,0,0
280.0,190.0,120.0,210.0,155.0,1.0,0,0,0
270.0,190.0,130.0,210.0,145.0,1.0,0,0,0
260.0,190.0,140.0,210.0,135.0,1.0,0,0,0
250.0,190.0,150.0,210.0,125.0,1.0,0,0,0
240.0,190.0,160.0,210.0,115.0,1.0,0,0,0
230.0,190.0,170.0,210.0,105.0,1.0,0,0,0
220.0,190.0,180.0,210.0,95.0,1.0,0,0,0
210.0,190.0,190.0,210.0,85.0,1.0,0,0,0
200.0,190.0,200.0,210.0,75.0,1.0,0,0,0
190.0,190.0,210.0,210.0,65.0,1.0,0,0,0
180.0,190.0,220.0,210.0,55.0,1.0,0,0,0
170.0,190.0,230.0,210.0,45.0,1.0,0,0,0
160.0,190.0,240.0,210.0,35.0,1.0,0,0,0
150.0,190.0,250.0,210.0,25.0,1.0,0,0,0
140.0,190.0,260.0,210.0,15.0,1.0,0,0,0
130.0,190.0,270.0,210.0,0,0,175.0,132.0,0
130.0,180.0,270.0,220.0,0,0,175.0,122.0,1
130.0,170.0,270.0,230.0,0,0,175.0,112.0,1
130.0,160.0,270.0,240.0,0,0,175.0,102.0,1
130.0,150.0,270.0,250.0,0,0,175.0,92.0,1
130.0,140.0,270.0,260.0,0,0,175.0,82.0,1
130.0,130.0,270.0,270.0,0,0,175.0,72.0,1
130.0,120.0,270.0,280.0,0,0,175.0,62.0,1
130.0,110.0,270.0,290.0,0,0,175.0,52.0,1
130.0,100.0,270.0,300.0,0,0,175.0,42.0,1
130.0,90.0,270.0,310.0,0,0,175.0,32.0,1
130.0,80.0,270.0,320.0,0,0,175.0,22.0,1
130.0,70.0,270.0,330.0,0,0,175.0,12.0,1
130.0,60.0,270.0,340.0,0,0,175.0,2.0,1
140.0,60.0,260.0,340.0,0,0,165.0,2.0,2
150.0,60.0,250.0,340.0,0,0,155.0,2.0,2
160.0,60.0,240.0,340.0,0,0,145.0,2.0,2
170.0,60.0,230.0,340.0,0,0,135.0,2.0,2
180.0,60.0,220.0,340.0,0,0,125.0,2.0,2
190.0,60.0,210.0,340.0,0,0,115.0,2.0,2
200.0,60.0,200.0,340.0,0,0,105.0,2.0,2
210.0,60.0,190.0,340.0,0,0,95.0,2.0,2
220.0,60.0,180.0,340.0,0,0,85.0,2.0,2
230.0,60.0,170.0,340.0,0,0,75.0,2.0,2
240.0,60.0,160.0,340.0,0,0,65.0,2.0,2
250.0,60.0,150.0,340.0,0,0,55.0,2.0,2
260.0,60.0,140.0,340.0,0,0,45.0,2.0,2
270.0,60.0,130.0,340.0,0,0,35.0,2.0,2
280.0,60.0,120.0,340.0,0,0,25.0,2.0,2
290.0,60.0,110.0,340.0,0,0,15.0,2.0,2
300.0,60.0,100.0,340.0,213.0,219.0,0,0,2
300.0,70.0,100.0,330.0,213.0,209.0,0,0,3
300.0,80.0,100.0,320.0,213.0,199.0,0,0,3
300.0,90.0,100.0,310.0,213.0,189.0,0,0,3
300.0,100.0,100.0,300.0,213.0,179.0,0,0,3
300.0,110.0,100.0,290.0,213.0,169.0,0,0,3
300.0,120.0,100.0,280.0,213.0,159.0,0,0,3
300.0,130.0,100.0,270.0,213.0,149.0,0,0,3
300.0,140.0,100.0,260.0,213.0,139.0,0,0,3
300.0,150.0,100.0,250.0,213.0,129.0,0,0,3
300.0,160.0,100.0,240.0,213.0,119.0,0,0,3
300.0,170.0,100.0,230.0,213.0,109.0,0,0,3
300.0,180.0,100.0,220.0,213.0,99.0,0,0,3
300.0,190.0,100.0,210.0,213.0,89.0,0,0,3
300.0,200.0,100.0,200.0,213.0,79.0,0,0,3
300.0,210.0,100.0,190.0,213.0,69.0,0,0,3
300.0,220.0,100.0,180.0,213.0,59.0,0,0,3
300.0,230.0,100.0,170.0,213.0,49.0,0,0,3
300.0,240.0,100.0,160.0,213.0,39.0,0,0,3
300.0,250.0,100.0,150.0,213.0,29.0,0,0,3
300.0,260.0,100.0,140.0,213.0,19.0,0,0,3
300.0,270.0,100.0,130.0,213.0,9.0,0,0,3
300.0,280.0,100.0,120.0,213.0,0,0,1.0,3
290.0,280.0,110.0,120.0,203.0,0,0,1.0,0
280.0,280.0,120.0,120.0,193.0,0,0,1.0,0
270.0,280.0,130.0,120.0,183.0,0,0,1.0,0
260.0,280.0,140.0,120.0,173.0,0,0,1.0,0
250.0,280.0,150.0,120.0,163.0,0,0,1.0,0
240.0,280.0,160.0,120.0,153.0,0,0,1.0,0
230.0,280.0,170.0,120.0,143.0,0,0,1.0,0
220.0,280.0,180.0,120.0,133.0,0,0,1.0,0
210.0,280.0,190.0,120.0,123.0,0,0,1.0,0
200.0,280.0,200.0,120.0,113.0,0,0,1.0,0
190.0,280.0,210.0,120.0,103.0,0,0,1.0,0
180.0,280.0,220.0,120.0,93.0,0,0,1.0,0
170.0,280.0,230.0,120.0,83.0,0,0,1.0,0
160.0,280.0,240.0,120.0,73.0,0,0,1.0,0
150.0,280.0,250.0,120.0,63.0,0,0,1.0,0
140.0,280.0,260.0,120.0,53.0,0,0,1.0,0
130.0,280.0,270.0,120.0,43.0,0,0,1.0,0
120.0,280.0,280.0,120.0,33.0,0,0,1.0,0
110.0,280.0,290.0,120.0,23.0,0,0,1.0,0
100.0,280.0,300.0,120.0,13.0,0,0,1.0,0
90.0,280.0,310.0,120.0,0,68.0,129.0,0,0
90.0,290.0,310.0,110.0,0,58.0,129.0,0,3
90.0,300.0,310.0,100.0,0,48.0,129.0,0,3
90.0,310.0,310.0,90.0,0,38.0,129.0,0,3
90.0,320.0,310.0,80.0,0,28.0,129.0,0,3
90.0,330.0,310.0,70.0,0,18.0,129.0,0,3
90.0,340.0,310.0,60.0,0,8.0,129.0,0,3
90.0,350.0,310.0,50.0,0,0,129.0,2.0,3
100.0,350.0,300.0,50.0,0,0,119.0,2.0,2
110.0,350.0,290.0,50.0,0,0,109.0,2.0,2
120.0,350.0,280.0,50.0,0,0,99.0,2.0,2
130.0,350.0,270.0,50.0,0,0,89.0,2.0,2
140.0,350.0,260.0,50.0,0,0,79.0,2.0,2
150.0,350.0,250.0,50.0,0,0,69.0,2.0,2
160.0,350.0,240.0,50.0,0,0,59.0,2.0,2
170.0,350.0,230.0,50.0,0,0,49.0,2.0,2
180.0,350.0,220.0,50.0,0,0,39.0,2.0,2
190.0,350.0,210.0,50.0,0,0,29.0,2.0,2
200.0,350.0,200.0,50.0,0,0,19.0,2.0,2
210.0,350.0,190.0,50.0,0,0,9.0,2.0,2
220.0,350.0,180.0,50.0,0,0,92.0,306.0,2
220.0,340.0,180.0,60.0,0,0,92.0,296.0,1
220.0,330.0,180.0,70.0,0,0,92.0,286.0,1
220.0,320.0,180.0,80.0,0,0,92.0,276.0,1
220.0,310.0,180.0,90.0,0,0,92.0,266.0,1
220.0,300.0,180.0,100.0,0,0,92.0,256.0,1
220.0,290.0,180.0,110.0,0,0,92.0,246.0,1
220.0,280.0,180.0,120.0,0,0,92.0,236.0,1
220.0,270.0,180.0,130.0,0,0,92.0,226.0,1
220.0,260.0,180.0,140.0,0,0,92.0,216.0,1
220.0,250.0,180.0,150.0,0,0,92.0,206.0,1
220.0,240.0,180.0,160.0,0,0,92.0,196.0,1
220.0,230.0,180.0,170.0,0,0,92.0,186.0,1
220.0,220.0,180.0,180.0,0,0,92.0,176.0,1
220.0,210.0,180.0,190.0,0,0,92.0,166.0,1
220.0,200.0,180.0,200.0,0,0,92.0,156.0,1
220.0,190.0,180.0,210.0,0,0,92.0,146.0,1
220.0,180.0,180.0,220.0,0,0,92.0,136.0,1
220.0,170.0,180.0,230.0,0,0,92.0,126.0,1
220.0,160.0,180.0,240.0,0,0,92.0,116.0,1
220.0,150.0,180.0,250.0,0,0,92.0,106.0,1
220.0,140.0,180.0,260.0,0,0,92.0,96.0,1
220.0,130.0,180.0,270.0,0,0,92.0,86.0,1
220.0,120.0,180.0,280.0,0,0,92.0,76.0,1
220.0,110.0,180.0,290.0,0,0,92.0,66.0,1
220.0,100.0,180.0,300.0,0,0,92.0,56.0,1
220.0,90.0,180.0,310.0,0,0,92.0,46.0,1
220.0,80.0,180.0,320.0,0,0,92.0,36.0,1
220.0,70.0,180.0,330.0,0,0,92.0,26.0,1
220.0,60.0,180.0,340.0,0,0,92.0,16.0,1
220.0,50.0,180.0,350.0,0,0,92.0,6.0,1
220.0,40.0,180.0,360.0,0,4.0,92.0,0,1
230.0,40.0,170.0,360.0,0,4.0,82.0,0,2
240.0,40.0,160.0,360.0,0,4.0,72.0,0,2
250.0,40.0,150.0,360.0,0,4.0,62.0,0,2
260.0,40.0,140.0,360.0,0,4.0,52.0,0,2
270.0,40.0,130.0,360.0,0,4.0,42.0,0,2
280.0,40.0,120.0,360.0,0,4.0,32.0,0,2
290.0,40.0,110.0,360.0,0,4.0,22.0,0,2
300.0,40.0,100.0,360.0,0,4.0,12.0,0,2
310.0,40.0,90.0,360.0,228.0,270.0,0,0,2
310.0,50.0,90.0,350.0,228.0,260.0,0,0,3
310.0,60.0,90.0,340.0,228.0,250.0,0,0,3
310.0,70.0,90.0,330.0,228.0,240.0,0,0,3
310.0,80.0,90.0,320.0,228.0,230.0,0,0,3
310.0,90.0,90.0,310.0,228.0,220.0,0,0,3
310.0,100.0,90.0,300.0,228.0,210.0,0,0,3
310.0,110.0,90.0,290.0,228.0,200.0,0,0,3
310.0,120.0,90.0,280.0,228.0,190.0,0,0,3
310.0,130.0,90.0,270.0,228.0,180.0,0,0,3
310.0,140.0,90.0,260.0,228.0,170.0,0,0,3
310.0,150.0,90.0,250.0,228.0,160.0,0,0,3
310.0,160.0,90.0,240.0,228.0,150.0,0,0,3
310.0,170.0,90.0,230.0,228.0,140.0,0,0,3
310.0,180.0,90.0,220.0,228.0,130.0,0,0,3
310.0,190.0,90.0,210.0,228.0,120.0,0,0,3
310.0,200.0,90.0,200.0,228.0,110.0,0,0,3
310.0,210.0,90.0,190.0,228.0,100.0,0,0,3
310.0,220.0,90.0,180.0,228.0,90.0,0,0,3
310.0,230.0,90.0,170.0,228.0,80.0,0,0,3
310.0,240.0,90.0,160.0,228.0,70.0,0,0,3
310.0,250.0,90.0,150.0,228.0,60.0,0,0,3
310.0,260.0,90.0,140.0,228.0,50.0,0,0,3
310.0,270.0,90.0,130.0,228.0,40.0,0,0,3
310.0,280.0,90.0,120.0,228.0,30.0,0,0,3
310.0,290.0,90.0,110.0,228.0,20.0,0,0,3
310.0,300.0,90.0,100.0,228.0,10.0,0,0,3
310.0,310.0,90.0,90.0,228.0,0.0,0,0,3
300.0,310.0,100.0,90.0,218.0,0.0,0,0,0
290.0,310.0,110.0,90.0,208.0,0.0,0,0,0
280.0,310.0,120.0,90.0,198.0,0.0,0,0,0
270.0,310.0,130.0,90.0,188.0,0.0,0,0,0
260.0,310.0,140.0,90.0,178.0,0.0,0,0,0
250.0,310.0,150.0,90.0,168.0,0.0,0,0,0
240.0,310.0,160.0,90.0,158.0,0.0,0,0,0
230.0,310.0,170.0,90.0,148.0,0.0,0,0,0
220.0,310.0,180.0,90.0,138.0,0.0,0,0,0
210.0,310.0,190.0,90.0,128.0,0.0,0,0,0
200.0,310.0,200.0,90.0,118.0,0.0,0,0,0
190.0,310.0,210.0,90.0,108.0,0.0,0,0,0
180.0,310.0,220.0,90.0,98.0,0.0,0,0,0
170.0,310.0,230.0,90.0,88.0,0.0,0,0,0
160.0,310.0,240.0,90.0,78.0,0.0,0,0,0
150.0,310.0,250.0,90.0,68.0,0.0,0,0,0
140.0,310.0,260.0,90.0,58.0,0.0,0,0,0
130.0,310.0,270.0,90.0,48.0,0.0,0,0,0
120.0,310.0,280.0,90.0,38.0,0.0,0,0,0
110.0,310.0,290.0,90.0,28.0,0.0,0,0,0
100.0,310.0,300.0,90.0,18.0,0.0,0,0,0
90.0,310.0,310.0,90.0,0,0,164.0,100.0,0
90.0,300.0,310.0,100.0,0,0,164.0,90.0,1
90.0,290.0,310.0,110.0,0,0,164.0,80.0,1
90.0,280.0,310.0,120.0,0,0,164.0,70.0,1
90.0,270.0,310.0,130.0,0,0,164.0,60.0,1
90.0,260.0,310.0,140.0,0,0,164.0,50.0,1
90.0,250.0,310.0,150.0,0,0,164.0,40.0,1
90.0,240.0,310.0,160.0,0,0,164.0,30.0,1
90.0,230.0,310.0,170.0,0,0,164.0,20.0,1
90.0,220.0,310.0,180.0,0,0,164.0,10.0,1
90.0,210.0,310.0,190.0,0,0.0,164.0,0,1
100.0,210.0,300.0,190.0,0,0.0,154.0,0,2
110.0,210.0,290.0,190.0,0,0.0,144.0,0,2
120.0,210.0,280.0,190.0,0,0.0,134.0,0,2
130.0,210.0,270.0,190.0,0,0.0,124.0,0,2
140.0,210.0,260.0,190.0,0,0.0,114.0,0,2
150.0,210.0,250.0,190.0,0,0.0,104.0,0,2
160.0,210.0,240.0,190.0,0,0.0,94.0,0,2
170.0,210.0,230.0,190.0,0,0.0,84.0,0,2
180.0,210.0,220.0,190.0,0,0.0,74.0,0,2
190.0,210.0,210.0,190.0,0,0.0,64.0,0,2
200.0,210.0,200.0,190.0,0,0.0,54.0,0,2
210.0,210.0,190.0,190.0,0,0.0,44.0,0,2
220.0,210.0,180.0,190.0,0,0.0,34.0,0,2
230.0,210.0,170.0,190.0,0,0.0,24.0,0,2
240.0,210.0,160.0,190.0,0,0.0,14.0,0,2
250.0,210.0,150.0,190.0,0,54.0,31.0,0,2
250.0,220.0,150.0,180.0,0,44.0,31.0,0,3
250.0,230.0,150.0,170.0,0,34.0,31.0,0,3
250.0,240.0,150.0,160.0,0,24.0,31.0,0,3
250.0,250.0,150.0,150.0,0,14.0,31.0,0,3
250.0,260.0,150.0,140.0,0,4.0,31.0,0,3
260.0,260.0,140.0,140.0,0,4.0,21.0,0,2
270.0,260.0,130.0,140.0,0,4.0,11.0,0,2
280.0,260.0,120.0,140.0,0,0,24.0,64.0,2
280.0,250.0,120.0,150.0,0,0,24.0,54.0,1
280.0,240.0,120.0,160.0,0,0,24.0,44.0,1
280.0,230.0,120.0,170.0,0,0,24.0,34.0,1
280.0,220.0,120.0,180.0,0,0,24.0,24.0,1
280.0,210.0,120.0,190.0,0,0,24.0,14.0,1
280.0,200.0,120.0,200.0,0,0,24.0,4.0,1
290.0,200.0,110.0,200.0,0,0,14.0,4.0,2
300.0,200.0,100.0,200.0,151.0,127.0,0,0,2
300.0,210.0,100.0,190.0,151.0,117.0,0,0,3
300.0,220.0,100.0,180.0,151.0,107.0,0,0,3
300.0,230.0,100.0,170.0,151.0,97.0,0,0,3
300.0,240.0,100.0,160.0,151.0,87.0,0,0,3
300.0,250.0,100.0,150.0,151.0,77.0,0,0,3
300.0,260.0,100.0,140.0,151.0,67.0,0,0,3
300.0,270.0,100.0,130.0,151.0,57.0,0,0,3
300.0,280.0,100.0,120.0,151.0,47.0,0,0,3
300.0,290.0,100.0,110.0,151.0,37.0,0,0,3
