w0,w1,w2,w3,a0,a1,a2,a3,direction
310.0,170.0,90.0,230.0,0,0,15.0,2.0,2
320.0,170.0,80.0,230.0,216.0,0,0,44.0,2
320.0,160.0,80.0,240.0,216.0,0,0,34.0,1
320.0,150.0,80.0,250.0,216.0,0,0,24.0,1
320.0,140.0,80.0,260.0,216.0,0,0,14.0,1
320.0,130.0,80.0,270.0,216.0,0,0,4.0,1
310.0,130.0,90.0,270.0,206.0,0,0,4.0,0
300.0,130.0,100.0,270.0,196.0,0,0,4.0,0
290.0,130.0,110.0,270.0,186.0,0,0,4.0,0
280.0,130.0,120.0,270.0,176.0,0,0,4.0,0
270.0,130.0,130.0,270.0,166.0,0,0,4.0,0
260.0,130.0,140.0,270.0,156.0,0,0,4.0,0
250.0,130.0,150.0,270.0,146.0,0,0,4.0,0
240.0,130.0,160.0,270.0,136.0,0,0,4.0,0
230.0,130.0,170.0,270.0,126.0,0,0,4.0,0
220.0,130.0,180.0,270.0,116.0,0,0,4.0,0
210.0,130.0,190.0,270.0,106.0,0,0,4.0,0
200.0,130.0,200.0,270.0,96.0,0,0,4.0,0
190.0,130.0,210.0,270.0,86.0,0,0,4.0,0
180.0,130.0,220.0,270.0,76.0,0,0,4.0,0
170.0,130.0,230.0,270.0,66.0,0,0,4.0,0
160.0,130.0,240.0,270.0,56.0,0,0,4.0,0
150.0,130.0,250.0,270.0,46.0,0,0,4.0,0
140.0,130.0,260.0,270.0,36.0,0,0,4.0,0
130.0,130.0,270.0,270.0,26.0,0,0,4.0,0
120.0,130.0,280.0,270.0,16.0,0,0,4.0,0
110.0,130.0,290.0,270.0,0,27.0,79.0,0,0
110.0,140.0,290.0,260.0,0,17.0,79.0,0,3
110.0,150.0,290.0,250.0,0,7.0,79.0,0,3
110.0,160.0,290.0,240.0,0,0,79.0,3.0,3
120.0,160.0,280.0,240.0,0,0,69.0,3.0,2
130.0,160.0,270.0,240.0,0,0,59.0,3.0,2
140.0,160.0,260.0,240.0,0,0,49.0,3.0,2
150.0,160.0,250.0,240.0,0,0,39.0,3.0,2
160.0,160.0,240.0,240.0,0,0,29.0,3.0,2
170.0,160.0,230.0,240.0,0,0,19.0,3.0,2
180.0,160.0,220.0,240.0,0,0,9.0,3.0,2
190.0,160.0,210.0,240.0,31.0,178.0,0,0,2
190.0,170.0,210.0,230.0,31.0,168.0,0,0,3
190.0,180.0,210.0,220.0,31.0,158.0,0,0,3
190.0,190.0,210.0,210.0,31.0,148.0,0,0,3
190.0,200.0,210.0,200.0,31.0,138.0,0,0,3
190.0,210.0,210.0,190.0,31.0,128.0,0,0,3
190.0,220.0,210.0,180.0,31.0,118.0,0,0,3
190.0,230.0,210.0,170.0,31.0,108.0,0,0,3
190.0,240.0,210.0,160.0,31.0,98.0,0,0,3
190.0,250.0,210.0,150.0,31.0,88.0,0,0,3
190.0,260.0,210.0,140.0,31.0,78.0,0,0,3
190.0,270.0,210.0,130.0,31.0,68.0,0,0,3
190.0,280.0,210.0,120.0,31.0,58.0,0,0,3
190.0,290.0,210.0,110.0,31.0,48.0,0,0,3
190.0,300.0,210.0,100.0,31.0,38.0,0,0,3
190.0,310.0,210.0,90.0,31.0,28.0,0,0,3
190.0,320.0,210.0,80.0,31.0,18.0,0,0,3
190.0,330.0,210.0,70.0,31.0,8.0,0,0,3
190.0,340.0,210.0,60.0,31.0,0,0,2.0,3
180.0,340.0,220.0,60.0,21.0,0,0,2.0,0
170.0,340.0,230.0,60.0,11.0,0,0,2.0,0
160.0,340.0,240.0,60.0,0,0,110.0,247.0,0
160.0,330.0,240.0,70.0,0,0,110.0,237.0,1
160.0,320.0,240.0,80.0,0,0,110.0,227.0,1
160.0,310.0,240.0,90.0,0,0,110.0,217.0,1
160.0,300.0,240.0,100.0,0,0,110.0,207.0,1
160.0,290.0,240.0,110.0,0,0,110.0,197.0,1
160.0,280.0,240.0,120.0,0,0,110.0,187.0,1
160.0,270.0,240.0,130.0,0,0,110.0,177.0,1
160.0,260.0,240.0,140.0,0,0,110.0,167.0,1
160.0,250.0,240.0,150.0,0,0,110.0,157.0,1
160.0,240.0,240.0,160.0,0,0,110.0,147.0,1
160.0,230.0,240.0,170.0,0,0,110.0,137.0,1
160.0,220.0,240.0,180.0,0,0,110.0,127.0,1
160.0,210.0,240.0,190.0,0,0,110.0,117.0,1
160.0,200.0,240.0,200.0,0,0,110.0,107.0,1
160.0,190.0,240.0,210.0,0,0,110.0,97.0,1
160.0,180.0,240.0,220.0,0,0,110.0,87.0,1
160.0,170.0,240.0,230.0,0,0,110.0,77.0,1
160.0,160.0,240.0,240.0,0,0,110.0,67.0,1
160.0,150.0,240.0,250.0,0,0,110.0,57.0,1
160.0,140.0,240.0,260.0,0,0,110.0,47.0,1
160.0,130.0,240.0,270.0,0,0,110.0,37.0,1
160.0,120.0,240.0,280.0,0,0,110.0,27.0,1
160.0,110.0,240.0,290.0,0,0,110.0,17.0,1
160.0,100.0,240.0,300.0,0,0,110.0,7.0,1
160.0,90.0,240.0,310.0,0,3.0,110.0,0,1
170.0,90.0,230.0,310.0,0,3.0,100.0,0,2
180.0,90.0,220.0,310.0,0,3.0,90.0,0,2
190.0,90.0,210.0,310.0,0,3.0,80.0,0,2
200.0,90.0,200.0,310.0,0,3.0,70.0,0,2
210.0,90.0,190.0,310.0,0,3.0,60.0,0,2
220.0,90.0,180.0,310.0,0,3.0,50.0,0,2
230.0,90.0,170.0,310.0,0,3.0,40.0,0,2
240.0,90.0,160.0,310.0,0,3.0,30.0,0,2
250.0,90.0,150.0,310.0,0,3.0,20.0,0,2
260.0,90.0,140.0,310.0,0,3.0,10.0,0,2
270.0,90.0,130.0,310.0,107.0,244.0,0,0,2
270.0,100.0,130.0,300.0,107.0,234.0,0,0,3
270.0,110.0,130.0,290.0,107.0,224.0,0,0,3
270.0,120.0,130.0,280.0,107.0,214.0,0,0,3
270.0,130.0,130.0,270.0,107.0,204.0,0,0,3
270.0,140.0,130.0,260.0,107.0,194.0,0,0,3
270.0,150.0,130.0,250.0,107.0,184.0,0,0,3
270.0,160.0,130.0,240.0,107.0,174.0,0,0,3
270.0,170.0,130.0,230.0,107.0,164.0,0,0,3
270.0,180.0,130.0,220.0,107.0,154.0,0,0,3
270.0,190.0,130.0,210.0,107.0,144.0,0,0,3
270.0,200.0,130.0,200.0,107.0,134.0,0,0,3
270.0,210.0,130.0,190.0,107.0,124.0,0,0,3
270.0,220.0,130.0,180.0,107.0,114.0,0,0,3
270.0,230.0,130.0,170.0,107.0,104.0,0,0,3
270.0,240.0,130.0,160.0,107.0,94.0,0,0,3
270.0,250.0,130.0,150.0,107.0,84.0,0,0,3
270.0,260.0,130.0,140.0,107.0,74.0,0,0,3
270.0,270.0,130.0,130.0,107.0,64.0,0,0,3
270.0,280.0,130.0,120.0,107.0,54.0,0,0,3
270.0,290.0,130.0,110.0,107.0,44.0,0,0,3
270.0,300.0,130.0,100.0,107.0,34.0,0,0,3
270.0,310.0,130.0,90.0,107.0,24.0,0,0,3
270.0,320.0,130.0,80.0,107.0,14.0,0,0,3
270.0,330.0,130.0,70.0,107.0,4.0,0,0,3
260.0,330.0,140.0,70.0,97.0,4.0,0,0,0
250.0,330.0,150.0,70.0,87.0,4.0,0,0,0
240.0,330.0,160.0,70.0,77.0,4.0,0,0,0
230.0,330.0,170.0,70.0,67.0,4.0,0,0,0
220.0,330.0,180.0,70.0,57.0,4.0,0,0,0
210.0,330.0,190.0,70.0,47.0,4.0,0,0,0
200.0,330.0,200.0,70.0,37.0,4.0,0,0,0
190.0,330.0,210.0,70.0,27.0,4.0,0,0,0
180.0,330.0,220.0,70.0,17.0,4.0,0,0,0
170.0,330.0,230.0,70.0,0,0,187.0,276.0,0
170.0,320.0,230.0,80.0,0,0,187.0,266.0,1
170.0,310.0,230.0,90.0,0,0,187.0,256.0,1
170.0,300.0,230.0,100.0,0,0,187.0,246.0,1
170.0,290.0,230.0,110.0,0,0,187.0,236.0,1
170.0,280.0,230.0,120.0,0,0,187.0,226.0,1
170.0,270.0,230.0,130.0,0,0,187.0,216.0,1
170.0,260.0,230.0,140.0,0,0,187.0,206.0,1
170.0,250.0,230.0,150.0,0,0,187.0,196.0,1
170.0,240.0,230.0,160.0,0,0,187.0,186.0,1
170.0,230.0,230.0,170.0,0,0,187.0,176.0,1
170.0,220.0,230.0,180.0,0,0,187.0,166.0,1
170.0,210.0,230.0,190.0,0,0,187.0,156.0,1
170.0,200.0,230.0,200.0,0,0,187.0,146.0,1
170.0,190.0,230.0,210.0,0,0,187.0,136.0,1
170.0,180.0,230.0,220.0,0,0,187.0,126.0,1
170.0,170.0,230.0,230.0,0,0,187.0,116.0,1
170.0,160.0,230.0,240.0,0,0,187.0,106.0,1
170.0,150.0,230.0,250.0,0,0,187.0,96.0,1
170.0,140.0,230.0,260.0,0,0,187.0,86.0,1
170.0,130.0,230.0,270.0,0,0,187.0,76.0,1
170.0,120.0,230.0,280.0,0,0,187.0,66.0,1
170.0,110.0,230.0,290.0,0,0,187.0,56.0,1
170.0,100.0,230.0,300.0,0,0,187.0,46.0,1
170.0,90.0,230.0,310.0,0,0,187.0,36.0,1
170.0,80.0,230.0,320.0,0,0,187.0,26.0,1
170.0,70.0,230.0,330.0,0,0,187.0,16.0,1
170.0,60.0,230.0,340.0,0,0,187.0,6.0,1
170.0,50.0,230.0,350.0,0,4.0,187.0,0,1
180.0,50.0,220.0,350.0,0,4.0,177.0,0,2
190.0,50.0,210.0,350.0,0,4.0,167.0,0,2
200.0,50.0,200.0,350.0,0,4.0,157.0,0,2
210.0,50.0,190.0,350.0,0,4.0,147.0,0,2
220.0,50.0,180.0,350.0,0,4.0,137.0,0,2
230.0,50.0,170.0,350.0,0,4.0,127.0,0,2
240.0,50.0,160.0,350.0,0,4.0,117.0,0,2
250.0,50.0,150.0,350.0,0,4.0,107.0,0,2
260.0,50.0,140.0,350.0,0,4.0,97.0,0,2
270.0,50.0,130.0,350.0,0,4.0,87.0,0,2
280.0,50.0,120.0,350.0,0,4.0,77.0,0,2
290.0,50.0,110.0,350.0,0,4.0,67.0,0,2
300.0,50.0,100.0,350.0,0,4.0,57.0,0,2
310.0,50.0,90.0,350.0,0,4.0,47.0,0,2
320.0,50.0,80.0,350.0,0,4.0,37.0,0,2
330.0,50.0,70.0,350.0,0,4.0,27.0,0,2
340.0,50.0,60.0,350.0,0,4.0,17.0,0,2
350.0,50.0,50.0,350.0,268.0,185.0,0,0,2
350.0,60.0,50.0,340.0,268.0,175.0,0,0,3
350.0,70.0,50.0,330.0,268.0,165.0,0,0,3
350.0,80.0,50.0,320.0,268.0,155.0,0,0,3
350.0,90.0,50.0,310.0,268.0,145.0,0,0,3
350.0,100.0,50.0,300.0,268.0,135.0,0,0,3
350.0,110.0,50.0,290.0,268.0,125.0,0,0,3
350.0,120.0,50.0,280.0,268.0,115.0,0,0,3
350.0,130.0,50.0,270.0,268.0,105.0,0,0,3
350.0,140.0,50.0,260.0,268.0,95.0,0,0,3
350.0,150.0,50.0,250.0,268.0,85.0,0,0,3
350.0,160.0,50.0,240.0,268.0,75.0,0,0,3
350.0,170.0,50.0,230.0,268.0,65.0,0,0,3
350.0,180.0,50.0,220.0,268.0,55.0,0,0,3
350.0,190.0,50.0,210.0,268.0,45.0,0,0,3
350.0,200.0,50.0,200.0,268.0,35.0,0,0,3
350.0,210.0,50.0,190.0,268.0,25.0,0,0,3
350.0,220.0,50.0,180.0,268.0,15.0,0,0,3
350.0,230.0,50.0,170.0,268.0,5.0,0,0,3
340.0,230.0,60.0,170.0,258.0,5.0,0,0,0
330.0,230.0,70.0,170.0,248.0,5.0,0,0,0
320.0,230.0,80.0,170.0,238.0,5.0,0,0,0
310.0,230.0,90.0,170.0,228.0,5.0,0,0,0
300.0,230.0,100.0,170.0,218.0,5.0,0,0,0
290.0,230.0,110.0,170.0,208.0,5.0,0,0,0
280.0,230.0,120.0,170.0,198.0,5.0,0,0,0
270.0,230.0,130.0,170.0,188.0,5.0,0,0,0
260.0,230.0,140.0,170.0,178.0,5.0,0,0,0
250.0,230.0,150.0,170.0,168.0,5.0,0,0,0
240.0,230.0,160.0,170.0,158.0,5.0,0,0,0
230.0,230.0,170.0,170.0,148.0,5.0,0,0,0
220.0,230.0,180.0,170.0,138.0,5.0,0,0,0
210.0,230.0,190.0,170.0,128.0,5.0,0,0,0
200.0,230.0,200.0,170.0,118.0,5.0,0,0,0
190.0,230.0,210.0,170.0,108.0,5.0,0,0,0
180.0,230.0,220.0,170.0,98.0,5.0,0,0,0
170.0,230.0,230.0,170.0,88.0,5.0,0,0,0
160.0,230.0,240.0,170.0,78.0,5.0,0,0,0
150.0,230.0,250.0,170.0,68.0,5.0,0,0,0
140.0,230.0,260.0,170.0,58.0,5.0,0,0,0
130.0,230.0,270.0,170.0,48.0,5.0,0,0,0
120.0,230.0,280.0,170.0,38.0,5.0,0,0,0
110.0,230.0,290.0,170.0,28.0,5.0,0,0,0
100.0,230.0,300.0,170.0,18.0,5.0,0,0,0
90.0,230.0,310.0,170.0,16.0,0,0,71.0,0
90.0,220.0,310.0,180.0,16.0,0,0,61.0,1
90.0,210.0,310.0,190.0,16.0,0,0,51.0,1
90.0,200.0,310.0,200.0,16.0,0,0,41.0,1
90.0,190.0,310.0,210.0,16.0,0,0,31.0,1
90.0,180.0,310.0,220.0,16.0,0,0,21.0,1
90.0,170.0,310.0,230.0,16.0,0,0,11.0,1
90.0,160.0,310.0,240.0,16.0,0,0,1.0,1
80.0,160.0,320.0,240.0,0,198.0,149.0,0,0
80.0,170.0,320.0,230.0,0,188.0,149.0,0,3
80.0,180.0,320.0,220.0,0,178.0,149.0,0,3
80.0,190.0,320.0,210.0,0,168.0,149.0,0,3
80.0,200.0,320.0,200.0,0,158.0,149.0,0,3
80.0,210.0,320.0,190.0,0,148.0,149.0,0,3
80.0,220.0,320.0,180.0,0,138.0,149.0,0,3
80.0,230.0,320.0,170.0,0,128.0,149.0,0,3
80.0,240.0,320.0,160.0,0,118.0,149.0,0,3
80.0,250.0,320.0,150.0,0,108.0,149.0,0,3
80.0,260.0,320.0,140.0,0,98.0,149.0,0,3
80.0,270.0,320.0,130.0,0,88.0,149.0,0,3
80.0,280.0,320.0,120.0,0,78.0,149.0,0,3
80.0,290.0,320.0,110.0,0,68.0,149.0,0,3
80.0,300.0,320.0,100.0,0,58.0,149.0,0,3
80.0,310.0,320.0,90.0,0,48.0,149.0,0,3
80.0,320.0,320.0,80.0,0,38.0,149.0,0,3
80.0,330.0,320.0,70.0,0,28.0,149.0,0,3
80.0,340.0,320.0,60.0,0,18.0,149.0,0,3
80.0,350.0,320.0,50.0,0,8.0,149.0,0,3
80.0,360.0,320.0,40.0,0,0,149.0,2.0,3
90.0,360.0,310.0,40.0,0,0,139.0,2.0,2
100.0,360.0,300.0,40.0,0,0,129.0,2.0,2
110.0,360.0,290.0,40.0,0,0,119.0,2.0,2
120.0,360.0,280.0,40.0,0,0,109.0,2.0,2
130.0,360.0,270.0,40.0,0,0,99.0,2.0,2
140.0,360.0,260.0,40.0,0,0,89.0,2.0,2
150.0,360.0,250.0,40.0,0,0,79.0,2.0,2
160.0,360.0,240.0,40.0,0,0,69.0,2.0,2
170.0,360.0,230.0,40.0,0,0,59.0,2.0,2
180.0,360.0,220.0,40.0,0,0,49.0,2.0,2
190.0,360.0,210.0,40.0,0,0,39.0,2.0,2
200.0,360.0,200.0,40.0,0,0,29.0,2.0,2
210.0,360.0,190.0,40.0,0,0,19.0,2.0,2
220.0,360.0,180.0,40.0,0,0,9.0,2.0,2
230.0,360.0,170.0,40.0,0,0,126.0,242.0,2
230.0,350.0,170.0,50.0,0,0,126.0,232.0,1
230.0,340.0,170.0,60.0,0,0,126.0,222.0,1
230.0,330.0,170.0,70.0,0,0,126.0,212.0,1
230.0,320.0,170.0,80.0,0,0,126.0,202.0,1
200.0,210.0,200.0,190.0,98.0,85.0,0,0,3
200.0,220.0,200.0,180.0,98.0,75.0,0,0,3
200.0,230.0,200.0,170.0,98.0,65.0,0,0,3
200.0,240.0,200.0,160.0,98.0,55.0,0,0,3
200.0,250.0,200.0,150.0,98.0,45.0,0,0,3
200.0,260.0,200.0,140.0,98.0,35.0,0,0,3
200.0,270.0,200.0,130.0,98.0,25.0,0,0,3
200.0,280.0,200.0,120.0,98.0,15.0,0,0,3
200.0,290.0,200.0,110.0,98.0,5.0,0,0,3
190.0,290.0,210.0,110.0,88.0,5.0,0,0,0
180.0,290.0,220.0,110.0,78.0,5.0,0,0,0
170.0,290.0,230.0,110.0,68.0,5.0,0,0,0
160.0,290.0,240.0,110.0,58.0,5.0,0,0,0
150.0,290.0,250.0,110.0,48.0,5.0,0,0,0
140.0,290.0,260.0,110.0,38.0,5.0,0,0,0
130.0,290.0,270.0,110.0,28.0,5.0,0,0,0
120.0,290.0,280.0,110.0,18.0,5.0,0,0,0
110.0,290.0,290.0,110.0,3.0,0,0,196.0,0
120.0,290.0,280.0,110.0,13.0,0,0,196.0,2
120.0,280.0,280.0,120.0,13.0,0,0,186.0,1
120.0,270.0,280.0,130.0,13.0,0,0,176.0,1
120.0,260.0,280.0,140.0,13.0,0,0,166.0,1
120.0,250.0,280.0,150.0,13.0,0,0,156.0,1
120.0,240.0,280.0,160.0,13.0,0,0,146.0,1
120.0,230.0,280.0,170.0,13.0,0,0,136.0,1
120.0,220.0,280.0,180.0,13.0,0,0,126.0,1
120.0,210.0,280.0,190.0,13.0,0,0,116.0,1
120.0,200.0,280.0,200.0,13.0,0,0,106.0,1
120.0,190.0,280.0,210.0,13.0,0,0,96.0,1
120.0,180.0,280.0,220.0,13.0,0,0,86.0,1
120.0,170.0,280.0,230.0,13.0,0,0,76.0,1
120.0,160.0,280.0,240.0,13.0,0,0,66.0,1
120.0,150.0,280.0,250.0,13.0,0,0,56.0,1
120.0,140.0,280.0,260.0,13.0,0,0,46.0,1
120.0,130.0,280.0,270.0,13.0,0,0,36.0,1
120.0,120.0,280.0,280.0,13.0,0,0,26.0,1
120.0,110.0,280.0,290.0,13.0,0,0,16.0,1
120.0,100.0,280.0,300.0,13.0,0,0,6.0,1
120.0,90.0,280.0,310.0,13.0,4.0,0,0,1
110.0,90.0,290.0,310.0,41.0,57.0,0,0,0
110.0,100.0,290.0,300.0,41.0,47.0,0,0,3
110.0,110.0,290.0,290.0,41.0,37.0,0,0,3
110.0,120.0,290.0,280.0,41.0,27.0,0,0,3
110.0,130.0,290.0,270.0,41.0,17.0,0,0,3
110.0,140.0,290.0,260.0,41.0,7.0,0,0,3
110.0,150.0,290.0,250.0,41.0,0,0,3.0,3
100.0,150.0,300.0,250.0,31.0,0,0,3.0,0
90.0,150.0,310.0,250.0,21.0,0,0,3.0,0
80.0,150.0,320.0,250.0,11.0,0,0,3.0,0
70.0,150.0,330.0,250.0,0,127.0,181.0,0,0
70.0,160.0,330.0,240.0,0,117.0,181.0,0,3
70.0,170.0,330.0,230.0,0,107.0,181.0,0,3
70.0,180.0,330.0,220.0,0,97.0,181.0,0,3
70.0,190.0,330.0,210.0,0,87.0,181.0,0,3
70.0,200.0,330.0,200.0,0,77.0,181.0,0,3
70.0,210.0,330.0,190.0,0,67.0,181.0,0,3
70.0,220.0,330.0,180.0,0,57.0,181.0,0,3
70.0,230.0,330.0,170.0,0,47.0,181.0,0,3
70.0,240.0,330.0,160.0,0,37.0,181.0,0,3
70.0,250.0,330.0,150.0,0,27.0,181.0,0,3
70.0,260.0,330.0,140.0,0,17.0,181.0,0,3
70.0,270.0,330.0,130.0,0,7.0,181.0,0,3
70.0,280.0,330.0,120.0,0,0,181.0,3.0,3
80.0,280.0,320.0,120.0,0,0,171.0,3.0,2
90.0,280.0,310.0,120.0,0,0,161.0,3.0,2
100.0,280.0,300.0,120.0,0,0,151.0,3.0,2
110.0,280.0,290.0,120.0,0,0,141.0,3.0,2
120.0,280.0,280.0,120.0,0,0,131.0,3.0,2
130.0,280.0,270.0,120.0,0,0,121.0,3.0,2
140.0,280.0,260.0,120.0,0,0,111.0,3.0,2
150.0,280.0,250.0,120.0,0,0,101.0,3.0,2
160.0,280.0,240.0,120.0,0,0,91.0,3.0,2
170.0,280.0,230.0,120.0,0,0,81.0,3.0,2
180.0,280.0,220.0,120.0,0,0,71.0,3.0,2
190.0,280.0,210.0,120.0,0,0,61.0,3.0,2
200.0,280.0,200.0,120.0,0,0,51.0,3.0,2
210.0,280.0,190.0,120.0,0,0,41.0,3.0,2
220.0,280.0,180.0,120.0,0,0,31.0,3.0,2
230.0,280.0,170.0,120.0,0,0,21.0,3.0,2
240.0,280.0,160.0,120.0,0,0,11.0,3.0,2
250.0,280.0,150.0,120.0,109.0,31.0,0,0,2
250.0,290.0,150.0,110.0,109.0,21.0,0,0,3
250.0,300.0,150.0,100.0,109.0,11.0,0,0,3
250.0,310.0,150.0,90.0,109.0,1.0,0,0,3
240.0,310.0,160.0,90.0,99.0,1.0,0,0,0
230.0,310.0,170.0,90.0,89.0,1.0,0,0,0
220.0,310.0,180.0,90.0,79.0,1.0,0,0,0
210.0,310.0,190.0,90.0,69.0,1.0,0,0,0
200.0,310.0,200.0,90.0,59.0,1.0,0,0,0
190.0,310.0,210.0,90.0,49.0,1.0,0,0,0
180.0,310.0,220.0,90.0,39.0,1.0,0,0,0
170.0,310.0,230.0,90.0,29.0,1.0,0,0,0
160.0,310.0,240.0,90.0,19.0,1.0,0,0,0
150.0,310.0,250.0,90.0,9.0,1.0,0,0,0
140.0,310.0,260.0,90.0,83.0,0,0,129.0,0
140.0,300.0,260.0,100.0,83.0,0,0,119.0,1
140.0,290.0,260.0,110.0,83.0,0,0,109.0,1
140.0,280.0,260.0,120.0,83.0,0,0,99.0,1
140.0,270.0,260.0,130.0,83.0,0,0,89.0,1
140.0,260.0,260.0,140.0,83.0,0,0,79.0,1
140.0,250.0,260.0,150.0,83.0,0,0,69.0,1
140.0,240.0,260.0,160.0,83.0,0,0,59.0,1
140.0,230.0,260.0,170.0,83.0,0,0,49.0,1
140.0,220.0,260.0,180.0,83.0,0,0,39.0,1
140.0,210.0,260.0,190.0,83.0,0,0,29.0,1
140.0,200.0,260.0,200.0,83.0,0,0,19.0,1
140.0,190.0,260.0,210.0,83.0,0,0,9.0,1
140.0,180.0,260.0,220.0,83.0,1.0,0,0,1
130.0,180.0,270.0,220.0,73.0,1.0,0,0,0
120.0,180.0,280.0,220.0,63.0,1.0,0,0,0
110.0,180.0,290.0,220.0,53.0,1.0,0,0,0
100.0,180.0,300.0,220.0,43.0,1.0,0,0,0
90.0,180.0,310.0,220.0,33.0,1.0,0,0,0
80.0,180.0,320.0,220.0,23.0,1.0,0,0,0
70.0,180.0,330.0,220.0,13.0,1.0,0,0,0
60.0,180.0,340.0,220.0,0,0,265.0,41.0,0
60.0,170.0,340.0,230.0,0,0,265.0,31.0,1
60.0,160.0,340.0,240.0,0,0,265.0,21.0,1
60.0,150.0,340.0,250.0,0,0,265.0,11.0,1
60.0,140.0,340.0,260.0,0,0,265.0,1.0,1
70.0,140.0,330.0,260.0,0,0,255.0,1.0,2
80.0,140.0,320.0,260.0,0,0,245.0,1.0,2
90.0,140.0,310.0,260.0,0,0,235.0,1.0,2
100.0,140.0,300.0,260.0,0,0,225.0,1.0,2
110.0,140.0,290.0,260.0,0,0,215.0,1.0,2
120.0,140.0,280.0,260.0,0,0,205.0,1.0,2
130.0,140.0,270.0,260.0,0,0,195.0,1.0,2
140.0,140.0,260.0,260.0,0,0,185.0,1.0,2
150.0,140.0,250.0,260.0,0,0,175.0,1.0,2
160.0,140.0,240.0,260.0,0,0,165.0,1.0,2
170.0,140.0,230.0,260.0,0,0,155.0,1.0,2
180.0,140.0,220.0,260.0,0,0,145.0,1.0,2
190.0,140.0,210.0,260.0,0,0,135.0,1.0,2
200.0,140.0,200.0,260.0,0,0,125.0,1.0,2
210.0,140.0,190.0,260.0,0,0,115.0,1.0,2
220.0,140.0,180.0,260.0,0,0,105.0,1.0,2
230.0,140.0,170.0,260.0,0,0,95.0,1.0,2
240.0,140.0,160.0,260.0,0,0,85.0,1.0,2
250.0,140.0,150.0,260.0,0,0,75.0,1.0,2
260.0,140.0,140.0,260.0,0,0,65.0,1.0,2
270.0,140.0,130.0,260.0,0,0,55.0,1.0,2
280.0,140.0,120.0,260.0,0,0,45.0,1.0,2
290.0,140.0,110.0,260.0,0,0,35.0,1.0,2
300.0,140.0,100.0,260.0,0,0,25.0,1.0,2
310.0,140.0,90.0,260.0,0,0,15.0,1.0,2
320.0,140.0,80.0,260.0,20.0,29.0,0,0,2
320.0,150.0,80.0,250.0,20.0,19.0,0,0,3
320.0,160.0,80.0,240.0,20.0,9.0,0,0,3
320.0,170.0,80.0,230.0,20.0,0,0,1.0,3
310.0,170.0,90.0,230.0,10.0,0,0,1.0,0
300.0,170.0,100.0,230.0,211.0,0,0,97.0,0
300.0,160.0,100.0,240.0,211.0,0,0,87.0,1
300.0,150.0,100.0,250.0,211.0,0,0,77.0,1
300.0,140.0,100.0,260.0,211.0,0,0,67.0,1
300.0,130.0,100.0,270.0,211.0,0,0,57.0,1
300.0,120.0,100.0,280.0,211.0,0,0,47.0,1
300.0,110.0,100.0,290.0,211.0,0,0,37.0,1
300.0,100.0,100.0,300.0,211.0,0,0,27.0,1
300.0,90.0,100.0,310.0,211.0,0,0,17.0,1
300.0,80.0,100.0,320.0,211.0,0,0,7.0,1
300.0,70.0,100.0,330.0,211.0,3.0,0,0,1
290.0,70.0,110.0,330.0,201.0,3.0,0,0,0
280.0,70.0,120.0,330.0,191.0,3.0,0,0,0
270.0,70.0,130.0,330.0,181.0,3.0,0,0,0
260.0,70.0,140.0,330.0,171.0,3.0,0,0,0
250.0,70.0,150.0,330.0,161.0,3.0,0,0,0
240.0,70.0,160.0,330.0,151.0,3.0,0,0,0
230.0,70.0,170.0,330.0,141.0,3.0,0,0,0
220.0,70.0,180.0,330.0,131.0,3.0,0,0,0
210.0,70.0,190.0,330.0,121.0,3.0,0,0,0
200.0,70.0,200.0,330.0,111.0,3.0,0,0,0
190.0,70.0,210.0,330.0,101.0,3.0,0,0,0
180.0,70.0,220.0,330.0,91.0,3.0,0,0,0
170.0,70.0,230.0,330.0,81.0,3.0,0,0,0
160.0,70.0,240.0,330.0,71.0,3.0,0,0,0
150.0,70.0,250.0,330.0,61.0,3.0,0,0,0
140.0,70.0,260.0,330.0,51.0,3.0,0,0,0
130.0,70.0,270.0,330.0,41.0,3.0,0,0,0
120.0,70.0,280.0,330.0,31.0,3.0,0,0,0
110.0,70.0,290.0,330.0,21.0,3.0,0,0,0
100.0,70.0,300.0,330.0,11.0,3.0,0,0,0
90.0,70.0,310.0,330.0,0,176.0,195.0,0,0
90.0,80.0,310.0,320.0,0,166.0,195.0,0,3
90.0,90.0,310.0,310.0,0,156.0,195.0,0,3
90.0,100.0,310.0,300.0,0,146.0,195.0,0,3
90.0,110.0,310.0,290.0,0,136.0,195.0,0,3
90.0,120.0,310.0,280.0,0,126.0,195.0,0,3
90.0,130.0,310.0,270.0,0,116.0,195.0,0,3
90.0,140.0,310.0,260.0,0,106.0,195.0,0,3
90.0,150.0,310.0,250.0,0,96.0,195.0,0,3
90.0,160.0,310.0,240.0,0,86.0,195.0,0,3
90.0,170.0,310.0,230.0,0,76.0,195.0,0,3
90.0,180.0,310.0,220.0,0,66.0,195.0,0,3
90.0,190.0,310.0,210.0,0,56.0,195.0,0,3
90.0,200.0,310.0,200.0,0,46.0,195.0,0,3
90.0,210.0,310.0,190.0,0,36.0,195.0,0,3
90.0,220.0,310.0,180.0,0,26.0,195.0,0,3
90.0,230.0,310.0,170.0,0,16.0,195.0,0,3
90.0,240.0,310.0,160.0,0,6.0,195.0,0,3
